insert into places(address_line_one, address_line_two, notes) VALUES ('442 Wrinkleproof Meadow', 'Boulevard, Mt, 41120', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1664 Untutelar Shoars', 'Leesville, Ga, 82342', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('64 Prestruggling Annex', 'Urbana, Ia, 10913', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2891 Specters Views', 'Naugatuck, Mn, 32155', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2023 Ischiocele Crcle', 'West greene, Az, 40511', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1737 Noncontrarieties Pts', 'Reasnor, Sc, 49799', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2265 Uplake Streets', 'Kerby, Sd, 32013', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2220 Serviceableness Dvd', 'Mattaponi, Nd, 12023', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1057 Fen-sucked Gtwy', 'West stockholm, Va, 70138', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1646 Richdom Cors', 'Utuado, Wv, 28604', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2401 Bd Valleys', 'Northampton, Co, 39700', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2288 Hazardize Arcade ', 'Albright, Sc, 93034', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1207 Psalmodist Harbr', 'Forked river, Co, 22317', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2403 Classification Iss', 'Peggs, Id, 91599', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('819 Fetise Loop', 'Thackerville, Ma, 88084', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1333 Two-formed Rst', 'Pocasset, Nh, 24505', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('570 Small-looking Vista', 'Clinchco, Pr, 43484', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2282 Superheartiness Common', 'Leipsic, Ne, 56267', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2045 Timidly Walks', 'Lancing, Ny, 21678', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('357 Czardases Drv', 'Frankfort, Ak, 22621', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('105 Myocoelom Pkwy', 'Hacker valley, Id, 81262', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1199 Consummating Rnch', 'Baileys harbor, Ia, 47485', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2477 Betulaceous Brooks ', 'Beecher, Md, 63391', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1471 Hypinosis Radial', 'Drybranch, Mn, 95918', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2683 Striped-leaved Crossing ', 'Princewick, Ms, 69192', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('210 Preconcurrent Lights', 'Kure beach, Ak, 84942', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('889 Cold-taking Trak', 'Tavares, Wi, 76621', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2838 Codder Trace', 'Navajo, Hi, 80937', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1435 Rodez Frst', 'Pottersdale, , 36626', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2729 Tonsures Field', 'Mulberry, Or, 42924', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('96 Unreliance Land', 'Lecompton, Nh, 31683', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2109 Thirtyish Cor', 'Woolwine, Fl, 23369', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1220 Oligocene Plains', 'Uniondale, Hi, 29719', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2281 Infernalship Loops', 'Barboursville, Wa, 26747', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2193 Puff-leg Fort', 'Rollins, Sc, 72933', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1900 Cirripedia Harbors', 'Millstone, Gu, 25762', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1494 Stench Turnpike', 'Dayton, Sc, 16856', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1353 Three-seeded Glen', 'Laingsburg, Fm, 97931', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2025 Seminuliferous Pike', 'Millburn, Me, 61408', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('924 Kristina Cors', 'Kanopolis, Nm, 37774', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1551 Hypertetrahedron Landing', 'Rougon, Oh, 26404', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2255 Accessible Frry', 'Woodhull, In, 79391', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('443 Nondynastical Turnpk', 'Dell city, Mi, 91164', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1256 Carmon Gardn', 'Mc elhattan, Dc, 45220', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2135 Oversouls Motorway', 'Devon, Ak, 83446', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('359 Rare-felt Hrbor', 'Cragford, Mo, 27979', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1233 Nailsets Exp', 'New alexandria, Oh, 88411', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1645 Uncondemning Walk', 'Newhope, Nd, 94129', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2499 Bandagist Landing', 'Lapaz, Dc, 17132', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('361 Merbromin Freeway', 'Blencoe, Pa, 43618', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1423 Filiality Streme', 'Two buttes, Ks, 85785', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2650 Neilson Ally', 'Dalmatia, Gu, 72326', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1112 Hydnocarpate Bot', 'Waukesha, Ae, 78220', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('886 Euryganeia Parkways', 'Shonto, Ks, 39786', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2322 Tide-mark Frway', 'Charles city, Mi, 92833', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('793 Amuyong Vdct', 'Snydertown, Hi, 89329', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2796 Scleroconjunctivitis Rvr', 'Castana, Tn, 12666', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('620 Gaucie Rst', 'Holly grove, Vt, 37742', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('993 Apozema Alley', 'North star, Ok, 19029', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1196 Shauri Loops', 'San mateo, Ky, 67068', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('15 Recurved Prk', 'Bangall, Wa, 79565', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('344 Nanocuries Jctn', 'Muses mills, Ia, 37887', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('763 Noncontemptibly Ht', 'Dickerson run, Dc, 62477', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2281 Haverford Trks', 'Tennyson, Hi, 50597', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1149 Odorize Row', 'Schulenburg, Ny, 41259', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1010 Sedda Sqrs', 'Beauty, Gu, 26620', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2097 Vac Bottom', 'Abilene, Nc, 65822', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2825 Fullgrownness Ests', 'Lorado, Al, 37298', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('371 Stepmothers Fry', 'Caplinger mills, Vi, 80013', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2058 Teahouses Expressway', 'Marks, Fm, 69978', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2148 Pinny Courts', 'Gallion, Vt, 50746', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('905 Hirrient Stream', 'Elmora, Mn, 44278', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('369 Maddening Pines', 'Pine grove mills, Vi, 80797', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('728 Clergyable Bypa', 'Pilot point, Mt, 28405', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1090 Unswathable Street', 'Counce, Md, 12015', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('413 Thoughts Traces', 'Stephenville, Ma, 52966', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2380 Concretionary Trailer', 'Jarreau, Ne, 99256', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('15 Atheling Ranches', 'Birch harbor, , 81498', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('248 Mesmerizable Circles', 'Earlville, Ky, 38469', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('209 Rappel Centr', 'Ravenwood, Mt, 68135', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('749 Monticuliporidae Vally', 'West long branch, Ap, 73497', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1483 Vergent Fork', 'Wayside, Ap, 97770', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('103 Kvetch Motorway', 'North carver, Mn, 89255', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1663 Whiptree Byp', 'Aubrey, Mt, 90288', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('749 Nonpermissibly Jctns', 'Elizabethport, Ar, 12013', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('712 Chatino Annex', 'Overpeck, , 76034', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1267 Carpenters Ctr', 'Pender, Co, 66958', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('694 Approve Highwy', 'Vera, Ma, 74941', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('185 Burdens Shoars', 'Darrow, Tx, 51694', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('61 Thermodynamicist Centr', 'Glen oaks, Mi, 43741', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('193 Subfile Cntr', 'Arp, Ks, 59805', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1220 Pericardiotomy Clf', 'Myra, Dc, 57023', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2518 Incandent Via', 'Mineral point, , 12633', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('842 Electrocardiographically Frk', 'Allred, Ky, 63230', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1475 Stomatous Aven', 'Pilot grove, Vt, 44750', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1785 Bats Brooks ', 'Wales center, Ny, 73552', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1668 Willie Sqr', 'Eminence, In, 74531', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('649 Overambitiousness Gtwy', 'Faucett, Ma, 64972', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1788 Well-won Shoars', 'Pound ridge, Mo, 34522', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1120 Repins Ford', 'Bark river, Vt, 90920', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('548 Unguiculated Orch', 'Upper lake, Me, 92468', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2319 Cetiosauria Centr', 'West plains, Oh, 71986', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2691 Interdorsal Dvd', 'Mekinock, Mp, 54010', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1121 Wathen Prk', 'Saint stephens, Ne, 78654', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2066 Delegalize Pkwys', 'Industry, Wi, 54481', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1452 Home-owning Port', 'Cumby, Pr, 76331', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('258 Re-restraint Extn', 'Branch, Fm, 16499', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('166 Chronomastix Boulevard ', 'Eckley, De, 92507', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1283 Tridimensioned Gardn', 'Village of nagog woods, Wa, 10785', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1768 Tearers Tunel', 'Babcock, Al, 83734', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2720 Quasi-pathetic Villg', 'Vilas, Id, 64359', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2966 Unspeak Lndg', 'Ira, Oh, 98514', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1106 Interneuronic Exts', 'Excelsior, Dc, 93153', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1647 Rummages ', 'Rockwell city, Ap, 68891', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2673 Lepisosteus Lk', 'Suches, As, 44460', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1830 Triareal Clf', 'Caddo, Ia, 69921', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('378 Borghese Bayou', 'Evart, Ne, 12759', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1511 Bristle-stalked Driv', 'Voluntown, Il, 32817', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('285 Petaloideous Divide', 'Mesilla park, Sc, 69019', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('636 Vadium Shoar', 'Mc louth, Hi, 82724', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2302 Replevining Hvn', 'Machiasport, Md, 66948', '');
