insert into places(address_line_one, address_line_two, notes) VALUES ('655 Messengership Locks', 'Wanchese, Al, 66005', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('590 Divisural Bypass', 'Taft, Nj, 35318', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('222 Uncreditably Green', 'Great lakes, Hi, 16189', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('770 Inlawry Ct', 'Bridge city, Id, 43172', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2613 Self-effacement Avenue', 'Crofton, Pw, 66784', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1189 Instructress Pass', 'Kenefic, Nh, 18789', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1273 Unsampled Underpass', 'Scranton, Pa, 58123', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('897 Chor Cliffs', 'Pachuta, Id, 61016', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1179 Vocalness Parkwy', 'Grandy, Ct, 20735', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2027 Hallstattan Trak', 'Unalakleet, Nh, 59727', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1655 Sialoschesis Well', 'Van buren point, Id, 94065', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1297 Reduct Bluf', 'Pocahontas, Ne, 63795', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2970 Stavewood Iss', 'Belk, Tn, 94627', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2478 Remanie Prts', 'Grand ronde, Nd, 18325', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2107 Prespecializing Curve ', 'Chadbourn, Fl, 67112', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2859 Ommatidia Freeway', 'Maplewood, Ct, 67367', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('246 Edingtonite Hills', 'Roanoke rapids, Mn, 83759', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1076 Tints Dr', 'Mountain rest, La, 22070', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1672 Stonecrop Fwy', 'Port orchard, Id, 84072', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('529 Reformulate Driv', 'Stambaugh, Ca, 12858', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1956 Oit Sprng', 'Minturn, Mn, 22039', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2941 Gropers Vl', 'Andes, Va, 25183', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2437 Lymphogenous Burgs', 'Camak, Nd, 52684', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2577 Dreggiest Skyway', 'Revloc, Wi, 75428', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2337 Secor Strvn', 'Petersham, Fl, 63371', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('162 Totty Trks', 'Mercedes, Nv, 66966', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1513 Rebroadens Avenue', 'Rsm, Co, 72670', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('319 Tribunitive Radl', 'Purcell, Wy, 56032', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2290 Bb Glens', 'Avery, Mo, 96572', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1243 Lamori Prts', 'Hoffman, Tx, 37140', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2068 Whiskeys Canyon', 'Worthville, Pr, 67163', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2178 Guesthouses Grden', 'Blevins, Va, 10309', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1566 Personifier Lane', 'Wycombe, Il, 44507', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1540 Solange Rpd', 'Dunedin, Vi, 37079', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('732 Turko-popish Expr', 'Trade, Wa, 83794', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('862 Worldproof Byps', 'Beecher city, Ky, 26204', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('498 Anabantidae Row', 'Long point, Ct, 77520', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2644 Exceptionless Drives', 'Nome, Mt, 70282', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2397 Tonishness Stravn', 'Trout lake, Me, 26807', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1473 Unpicks Ave', 'Roy, Ne, 51246', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2856 Sociopathy Bayou', 'Basye, Nc, 17826', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1978 Illnesss Bot', 'East springfield, Ut, 65437', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('350 Appense Mews', 'Fitchburg, De, 12865', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2135 Pneumopyothorax Vis', 'Lewis, Ct, 55897', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1409 Clamoured Anx', 'Otter rock, Mt, 72446', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1489 Grilses Sumit', 'La coste, Vi, 79075', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2131 Noncultivation Turnpk', 'Red hill, Nc, 78652', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('578 Overcontributing Rnch', 'Marlow, Ma, 49879', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1633 Henceforward Curve ', 'Pratts, Fl, 38536', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1211 Hurricane Mtn', 'Bradgate, As, 20696', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('881 Refectorary Grdns', 'Golden, Al, 26540', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1408 Urquhart Lck', 'Fond du lac, Ma, 86666', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2143 Overlit Run', 'Schoenchen, Ga, 73399', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1951 Wilma Bch', 'Fifield, Vi, 68812', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2608 Impossibilist Cmp', 'Siloam, Dc, 88488', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1477 Underweigh Rad', 'Buckley, Dc, 68657', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1394 Hadjipanos Ldg', 'Mc dougal, Al, 49412', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('962 Microphotometrically Manor', 'Mcadoo, Ny, 38782', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1553 Azeotropy Frst', 'Prineville, Ak, 13980', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2032 Miniums Circle', 'Morehead city, Co, 93115', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('433 Carromata Hills', 'Tony, Oh, 84867', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('424 Armpits Bluf', 'East candia, Al, 30061', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('593 Deglycerine Exp', 'South richmond hill, Wi, 82279', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2829 Coupons Locks', 'Portola valley, Ok, 79198', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2758 Patienter Sumit', 'Cannel city, Nv, 54650', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('366 Pre-buddhist Cswy', 'Anchorage, Md, 43191', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('715 Sulphmethemoglobin Courts', 'Prairieville, Il, 48471', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1260 Broos Islnd', 'Windsor, Wy, 89685', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1982 Latreshia Sq', 'Strawn, Ks, 90041', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('748 Gamay Flats', 'Bluff dale, Mp, 69582', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('391 Amylophosphoric Keys', 'Locust grove, Il, 94279', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('600 Squamosal Viadct', 'North loup, Ok, 62824', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('683 Misreposed Radial', 'Fountainville, Tn, 16436', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1800 Vespertilionidae Allee', 'Holley, Ok, 13062', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('831 Durwan Plza', 'Sulphur bluff, Ks, 56744', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1609 Hyperazoturia Vill', 'De lancey, Ap, 69228', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('8 Lottos Clf', 'La porte city, Ct, 50408', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('762 Nonastronomical Spgs', 'West creek, Ca, 67494', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('43 Anterus Extn', 'Bradenton, Nc, 67235', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1137 Shaheen Divide', 'Walnut creek, Ne, 88295', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1674 Overdigest Avenu', 'Carlsborg, Tn, 86455', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('558 High-hole Rapid', 'Pillow, In, 24585', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2148 Ovatolanceolate View', 'Murfreesboro, Mi, 97038', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2702 Melampyrin Ranch', 'Hanapepe, Dc, 14109', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('389 Physiotherapy Avenu', 'Fort laramie, Wv, 38590', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('392 Casemented Lndng', 'N s t l, In, 21423', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1381 Stenocarpus Plza', 'Paragon, Wv, 29631', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1467 Lymphoedema Brg', 'Rahway, Wa, 55946', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('142 Seven-twisted Arcade ', 'Stinesville, Ky, 40630', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('582 Myzontes Pike', 'Mapleville, La, 13246', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1636 Unmarbled Kys', 'Clopton, Va, 83308', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('616 Hopei Mall', 'Carrollton, Me, 12444', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('74 Foreordain Stravn', 'Hanapepe, Fm, 25858', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1611 All-firedest Juncton', 'Wampum, Nh, 70028', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1599 Filemaker Sumitt', 'Chinle, Mn, 54734', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2013 Tooth-tempting Stravenue', 'Melcher dallas, Nv, 96765', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2890 Tribolium Ovl', 'Crooksville, Ct, 53532', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1611 Foreplace Meadow', 'Archbold, Ap, 41338', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2873 Mitch-board Curve ', 'Gilchrist, Ma, 28090', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('872 Pontevedra Allee', 'Salineno, Nh, 35234', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1559 Electro-osmotically Dr', 'Centennial, Ia, 37171', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2559 Sackfuls Arc ', 'Cataldo, Nv, 21123', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('651 Graphitoid Pl', 'Friona, Ok, 61026', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2394 Refounded Brg', 'Schley, Gu, 79502', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1032 Cheven Bridge', 'Green isle, Ap, 13533', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('506 Humite Bluffs ', 'Sandpoint, Ga, 34284', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1745 Stratagems Viadct', 'Weirton, Va, 28387', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1363 Secondsightedness Brook', 'Farnsworth, Mo, 94560', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('387 Actis Byp', 'Pebble beach, Co, 35951', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1191 Alteza Annex', 'Big bend, Me, 60165', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('786 Soli Mssn', 'Puposky, Nj, 84348', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2006 Protozoologist Fall', 'Knoxboro, Va, 30241', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2598 Migrainous Neck', 'Greensboro, Ky, 82905', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2083 Polly-parrot Beach', 'Coal center, Ga, 91471', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('525 Strange-fashioned Mdw', 'Ripley, Sd, 74011', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2085 Zitis Hollow', 'Olive, Fl, 17558', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('124 Twenty-three Vw', 'Kintnersville, Wv, 11176', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2759 Ptolemaic Key', 'Inver grove heights, Mh, 41976', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1507 Redefined Crescent', 'Fyffe, Ok, 77186', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2327 Overhype Circle', 'Corder, Oh, 79666', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2806 Smooth-gliding Is', 'Gambrills, Tx, 36168', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1061 Postentry Prts', 'Stillman valley, Ma, 38481', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('419 Oceanside Knolls', 'Haydenville, As, 88506', '');
